id	name
3039	Special Ability: Critical Drain
3039	Special Ability: Crt. Drain
3040	Special Ability: Critical Poison
3041	Special Ability: Critical Poison
3042	Special Ability: Critical Damage
3043	Special Ability: Critical Damage
3044	Special Ability: Focus
3045	Special Ability: Haste
3046	Special Ability: Guidance
3047	Special Ability: Acumen
3048	Special Ability: Conversion
3049	Special Ability: Increase Critical
3049	Magic Damage: Increase Critical
3050	Special Ability: Focus
3051	Special Ability: Focus
3052	Special Ability: Critical Bleed
3053	Special Ability: Critical Bleed
3054	Special Ability: Critical Bleed
3055	Special Ability: Critical Bleed
3056	Special Ability: Rsk. Haste
3057	Special Ability: Anger
3058	Special Ability: Anger
3059	Special Ability: Critical Drain
3060	Special Ability: Critical Drain
3061	Special Ability: Critical Poison
3061	Special Ability: Crt. Poison
3062	Special Ability: Critical Poison
3063	Special Ability: Back Blow
3064	Special Ability: Guidance
3065	Special Ability: Guidance
3066	Special Ability: Critical Damage
3066	Special Ability: Crt. Damage
3067	Special Ability: Critical Damage
3068	Special Ability: Haste
3069	Special Ability: Risky Evasion
3070	Special Ability: Critical Stun
3070	Special Ability: Crt. Stun
3071	Special Ability: Rsk. Focus
3072	Special Ability: Empower
3073	Special Ability: Magic Power
3074	Special Ability: Magic Silence
3075	Special Ability: Magic Paralyze
3076	Special Ability: Empower
3077	Special Ability: Magic Power
3078	Special Ability: Magic Silence
3079	Special Ability: Magic Paralyze
3080	Item Skill: Aggression
3081	Item Skill: Charm
3082	Item Skill: Mana Burn
3083	Item Skill: Slow
3084	Item Skill: Winter
3085	Item Skill: Stun
3086	Item Skill: Hold
3087	Item Skill: Sleep
3088	Item Skill: Paralyze
3089	Item Skill: Medusa
3090	Item Skill: Fear
3091	Item Skill: Poison
3092	Item Skill: Bleed
3093	Item Skill: Silence
3094	Item Skill: Doom
3095	Item Skill: Mana Burn
3096	Item Skill: Slow
3097	Item Skill: Winter
3098	Item Skill: Stun
3099	Item Skill: Hold
3100	Item Skill: Sleep
3101	Item Skill: Paralyze
3102	Item Skill: Medusa
3103	Item Skill: Fear
3104	Item Skill: Poison
3105	Item Skill: Bleed
3106	Item Skill: Silence
3107	Item Skill: Doom
3108	Item Skill: Aggression Up
3109	Item Skill: Aggression Down
3110	Item Skill: Mana Burn
3111	Item Skill: Slow
3112	Item Skill: Winter
3113	Item Skill: Stun
3114	Item Skill: Hold
3115	Item Skill: Sleep
3116	Item Skill: Paralyze
3117	Item Skill: Medusa
3118	Item Skill: Fear
3119	Item Skill: Poison
3120	Item Skill: Bleed
3121	Item Skill: Silence
3122	Item Skill: Doom
3123	Item Skill: Heal
3124	Item Skill: Blessed Body
3125	Item Skill: Battle Roar
3126	Item Skill: Prayer
3127	Item Skill: Recharge
3128	Item Skill: Blessed Soul
3129	Item Skill: Mana Gain
3130	Item Skill: Ritual
3131	Item Skill: Cheer
3132	Item Skill: Might
3133	Item Skill: Empower
3134	Item Skill: Duel Might
3135	Item Skill: Shield
3136	Item Skill: Magic Barrier
3137	Item Skill: Duel Weakness
3138	Item Skill: Heal Empower
3139	Item Skill: Agility
3140	Item Skill: Guidance
3141	Item Skill: Focus
3142	Item Skill: Wild Magic
3143	Item Skill: Kiss of Eva
3144	Item Skill: Acrobatics
3145	Item Skill: Iron Body
3146	Item Skill: Recall
3147	Item Skill: Recall
3148	Item Skill: Vampiric Rage
3149	Item Skill: Aggression
3150	Item Skill: Charm
3151	Item Skill: Peace
3152	Item Skill: Trick
3153	Item Skill: Vampiric Touch
3154	Item Skill: Mana Burn
3155	Item Skill: Unlock
3156	Item Skill: Firework
3157	Item Skill: Large Firework
3158	Item Skill: Celestial Shield
3159	Item Skill: Stealth
3160	Item Skill: Resurrection
3161	Item Skill: Skill Clarity
3162	Item Skill: Spell Clarity
3163	Item Skill: Music Clarity
3164	Item Skill: Clarity
3165	Item Skill: Prominence
3167	Item Skill: Hydro Blast
3168	Item Skill: Hurricane
3169	Item Skill: Stone
3170	Item Skill: Solar Flare
3171	Item Skill: Shadow Flare
3172	Item Skill: Aura Flare
3173	Item Skill: Prominence
3174	Item Skill: Hydro Blast
3175	Item Skill: Hurricane
3176	Item Skill: Stone
3177	Item Skill: Solar Flare
3178	Item Skill: Shadow Flare
3179	Item Skill: Aura Flare
3180	Item Skill: Prominence
3181	Item Skill: Hydro Blast
3182	Item Skill: Hurricane
3183	Item Skill: Stone
3184	Item Skill: Solar Flare
3185	Item Skill: Shadow Flare
3186	Item Skill: Aura Flare
3187	Item Skill: Slow
3188	Item Skill: Winter
3189	Item Skill: Stun
3190	Item Skill: Hold
3191	Item Skill: Sleep
3192	Item Skill: Paralyze
3193	Item Skill: Medusa
3194	Item Skill: Fear
3195	Item Skill: Poison
3196	Item Skill: Bleed
3197	Item Skill: Silence
3198	Item Skill: Doom
3199	Item Skill: Skill Refresh
3200	Item Skill: Spell Refresh
3201	Item Skill: Music Refresh
3202	Item Skill: Refresh
3203	Item Skill: Mystery Skill
3204	Item Skill: Reflect Damage
3205	Item Skill: Party Recall
3206	Item Skill: Music
3207	Item Skill: Heal
3208	Item Skill: Blessed Body
3209	Item Skill: Prayer
3210	Item Skill: Recharge
3211	Item Skill: Blessed Soul
3212	Item Skill: Mana Gain
3213	Item Skill: Ritual
3214	Item Skill: Cheer
3215	Item Skill: Might
3216	Item Skill: Empower
3217	Item Skill: Duel Might
3218	Item Skill: Shield
3219	Item Skill: Magic Barrier
3220	Item Skill: Duel Weakness
3221	Item Skill: Agility
3222	Item Skill: Guidance
3223	Item Skill: Focus
3224	Item Skill: Wild Magic
3225	Item Skill: Charm
3226	Item Skill: Slow
3227	Item Skill: Winter
3228	Item Skill: Stun
3229	Item Skill: Hold
3230	Item Skill: Sleep
3231	Item Skill: Paralyze
3232	Item Skill: Medusa
3233	Item Skill: Fear
3234	Item Skill: Poison
3235	Item Skill: Bleed
3236	Item Skill: Silence
3237	Item Skill: Doom
3238	Item Skill: Prayer
3239	Item Skill: Mana Gain
3240	Item Skill: Might
3241	Item Skill: Empower
3243	Item Skill: Duel Might
3244	Item Skill: Shield
3245	Item Skill: Magic Barrier
3246	Item Skill: Heal Empower
3247	Item Skill: Agility
3248	Item Skill: Guidance
3249	Item Skill: Focus
3250	Item Skill: Wild Magic
3251	Item Skill: Weight Limit
3252	Item Skill: Kiss of Eva
3253	Item Skill: Acrobatics
3254	Item Skill: Iron Body
3255	Item Skill: Skill Clarity
3256	Item Skill: Spell Clarity
3257	Item Skill: Music Clarity
3258	Item Skill: Clarity
3259	Item Skill: Reflect Damage
3260	Forgiveness
3261	Happiness
3262	Pardon
3263	Blessed Resurrection
3264	Blessed Escape
3265	Mysterious Ability
3266	Large Fireworks Ability
3500	Wooden Set
3501	Devotion Set
3502	Mithril Heavy Armor Set
3503	Reinforced Leather Set
3504	Knowledge Set
3505	Manticore Set
3506	Brigandine Set
3507	Elven Mithril Set
3508	Mithril Light Armor Set
3509	Chain Mail Set
3510	Karmian Set
3511	Plated Leather Set
3512	Composite Heavy Armor Set
3513	Demon's Set
3514	Theca Leather Light Armor Set
3515	Drake Leather Set
3516	Full Plate Set
3517	Divine Set
3518	Zubei's Heavy Armor Set
3519	Avadon Breastplate Heavy Armor Set
3520	Zubei's Leather Shirt Light Armor Set
3521	Avadon Light Armor Set
3522	Tunic of Zubei Robe Set
3523	Avadon Robe Set
3524	Blue Wolf Heavy Armor Set
3525	Doom Heavy Armor Set
3526	Blue Wolf Light Armor Set
3527	Doom Light Armor Set
3528	Blue Wolf Robe Set
3529	Doom Robe Set
3530	Dark Crystal Breastplate Heavy Armor Set
3531	Tallum Heavy Armor Set
3532	Dark Crystal Light Armor Set
3533	Tallum Light Armor Set
3534	Tallum Robe Set
3535	Dark Crystal Robe Set
3536	Nightmare Heavy Armor Set
3537	Majestic Heavy Armor Set
3538	Nightmarish Leather Light Armor Set
3539	Majestic Light Armor Set
3540	Nightmare Robe Set
3541	Majestic Robe Set
3542	Special Ability: Critical Damage
3543	Equipped with Shield
3544	Equipped with Shield
3545	Equipped with Shield
3546	Equipped with Shield
3547	Equipped with Shield
3548	Equipped with Shield
3549	Equipped with Shield
3550	Equipped with Shield
3551	Equipped with Shield
3552	Special Ability: PvP Damage
3553	Imperial Crusader Heavy Armor Set
3554	Equipped with Shield
3555	Draconic Light Armor Set
3556	Major Arcana Robe Set
3557	Necklace of Valakas
3558	Earring of Antharas
3559	Earring of Zaken
3560	Earring of Orfen
3561	Ring of Baium
3562	Ring of Ant Queen
3563	Ring of Core
3564	Special Ability: Haste
3565	Special Ability: Focus
3566	Special Ability: Focus
3567	Special Ability: Focus
3568	Special Ability: HP Drain
3569	Special Ability: HP Regeneration
3570	Special Ability: Robust Health
3571	Special Ability: Crt. Stun
3572	Special Ability: Crt. Damage
3573	Special Ability: Guidance
3574	Special Ability: Crt. Slow
3575	Special Ability: Empower Option
3576	Special Ability: MP Regeneration
3577	Special Ability: Magic Hold
3578	Special Ability: Infinity Blade
3579	Decrease P. Def.
3580	Special Ability: Infinity Axe
3581	Discord
3582	Special Ability: Infinity Cleaver
3583	Special Ability: Infinity Crusher
3584	Shock
3585	Infinity Wing
3586	Physical Skill Restraint
3587	Special Ability: Infinity Fang
3588	Shock
3589	Special Ability: Infinity Stinger
3590	Silence
3591	Special Ability: Infinity Spear
3592	Dispell
3593	Special Ability: Infinity Bow
3594	Slow
3595	Special Ability: Infinity Scepter
3596	Full Recover
3597	Special Ability: Infinity Rod
3598	Full Recover
3599	Polearm Multi-attack
3600	Special Ability: Anger
3601	Special Ability: Haste
3602	Special Ability: Guidance
3603	Demon Sword Zariche
3604	Frintezza's Necklace
3605	Clan Oath Heavy Armor Set
3606	Clan Oath Light Armor Set
3607	Clan Oath Robe Set
3608	Apella Heavy Armor Set
3609	Apella Light Armor Set
3610	Apella Robe Set
3611	Enchant Heavy Armor (Grade D)
3612	Enchant Light Armor (Grade D)
3613	Enchant Robe (Grade D)
3614	Enchant Heavy Armor (Grade C)
3615	Enchant Light Armor (Grade C)
3616	Enchant Robe (Grade C)
3617	Enchant Heavy Armor (Grade B)
3618	Enchant Light Armor (Grade B)
3619	Enchant Robe (Grade B)
3620	Enchant Heavy Armor (Grade A)
3621	Enchant Light Armor (Grade A)
3622	Enchant Robe (Grade A)
3623	Enchant Heavy Armor (Grade S)
3624	Enchant Light Armor (Grade S)
3625	Enchant Robe (Grade S)
3626	Kabokula
3627	Tapirawa
3628	Shabonoba
3629	Blood Sword Akamanah
3630	Void Burst
3631	Void Flow
3632	Clan Gate
3633	Residential Shock Immunity
4001	NPC Windstrike
4002	NPC HP Drain
4003	Golem Body
4004	Fragile Skull
4005	Floating Target
4006	Burning Wood
4007	Immortal Life
4008	Insect Skin
4009	Resist Fire
4010	Resist Water
4011	Resist Wind
4012	Resist Earth
4013	Resistance to Fire, Vulnerable to Water
4014	Resistance to Water, Vulnerable to Fire
4015	Resistance to Wind, Vulnerable to Earth
4016	Resistance to Earth, Vulnerable to Wind
4017	Queen Ant Brandish
4018	Decrease Speed
4019	Decrease Speed
4020	Heal Queen Ant1
4021	Queen Ant
4022	Body of Nurse Ant
4023	Body of Royal Guard Ant
4024	Heal Queen Ant2
4025	Master Recharge
4026	Gludio Flame
4027	Gludio Heal
4028	NPC Might
4029	NPC Shield
4030	NPC Clan Might
4031	NPC Clan Aegis
4032	NPC Strike
4033	NPC Burn
4034	Decrease Speed
4035	Poison
4036	Poison
4037	Decrease P.Atk
4038	Decrease Atk.Speed
4039	NPC MP Drain
4040	NPC Bow Attack
4041	Cruma Blaze
4042	Nurka Blaze
4043	Partisan Flame
4044	Partisan Heal
4045	Resist Full Magic Attack
4046	Sleep
4047	Hold
4047	Sleep
4048	NPC Dash
4049	Cubic Drain
4049	Cubic DD
4050	Cubic Drain
4051	Cubic Heal
4052	Poison
4053	Decrease P.Atk
4054	Decrease P. Def
4055	Decrease Atk.Speed
4056	Immortal Attack
4057	Insect Weak Point
4058	Plant Weak Point
4059	Animal Weak Point
4060	Beast Weak Point
4061	Dragon Weak Point
4062	Orfen
4063	Paralysis
4064	Paralysis
4065	NPC Heal
4066	NPC Twister
4067	NPC Mortal Blow
4068	Mechanical Cannon
4068	Mech Cannon
4069	NPC Curve Beam Cannon
4070	Decrease Atk.Speed
4071	Resist Bow Weapons
4072	Shock
4073	Shock
4074	NPC Haste
4075	Shock
4076	Decrease Speed
4077	NPC Aura Burn
4078	NPC Flamestrike
4079	Siege Hammer
4080	Dark Heal
4081	Pretending to steal
4082	Poison of Death
4083	Die! You fool!
4084	Resist Physical Attack
4085	Critical Power
4086	Critical Chance
4087	NPC Blaze
4088	Bleed
4089	NPC Bear Spirit Totem
4090	NPC Wolf Spirit Totem
4091	NPC Ogre Spirit Totem
4092	NPC Puma Spirit Totem
4093	Evasion
4094	NPC Cancel Magic
4095	Damage Shield
4096	NPC Hawkeye
4097	NPC Chant of Life
4098	Silence
4099	NPC Berserk
4100	NPC Prominence
4101	NPC Spinning Slash
4102	Surrender To Fire
4103	NPC Ultimate Evasion
4104	Flame
4105	NPC Straight Beam Cannon
4106	Antharas Shock
4107	Antharas Shock
4108	Antharas Terror
4109	Curse of Antharas
4110	Breath Attack
4111	Antharas Fossilization
4112	Ordinary Attack
4113	Animal doing ordinary attack
4114	Aden Flame
4115	Aden Heal
4116	Resist M. Atk.
4117	Paralysis
4118	Paralysis
4119	Decrease Accuracy
4120	Shock
4121	Summoned Monster Magic Protection
4122	Antharas
4123	Hostile Feeling
4124	NPC Spear Attack
4125	Antharas Regeneration
4126	Reduction in recovery time
4127	Baium: General Attack
4128	Wind Of Force
4129	Earthquake
4130	Striking of Thunderbolt
4131	Shock
4132	Spear: Pound the Ground
4133	Angel Heal
4134	Seal Skill
4135	Baium Heal
4136	Baium's Gift
4137	Hydro Screw
4138	NPC AE - Corpse Burst
4139	Boom Attack
4140	Contract Payment
4141	NPC Wind Fist
4142	NPC Fast Wind Fist
4143	Treasure Bomb
4144	Mimic Strong Attack
4145	Decrease P. Atk.
4146	Decrease P. Def.
4147	Area Dispel
4148	Poison
4149	Bleed
4150	Flame
4151	NPC Windstrike - Magic
4152	NPC HP Drain - Magic
4153	Decrease Speed
4154	NPC MP Drain - Magic
4155	NPC Twister - Magic
4156	NPC Curve Beam Cannon - Magic
4157	NPC Blaze - Magic
4158	NPC Prominence - Magic
4159	NPC Straight Beam Cannon - Magic
4160	NPC Aura Burn - Magic
4161	Summon PC
4162	Decrease Atk. Speed
4163	NPC Self Damage Shield
4164	Paralysis
4165	Icy Air
4166	Shock
4167	Curse of Fairy Mimyu
4168	BOSS Strike
4169	Shock
4170	BOSS Mortal Blow
4171	BOSS Spinning Slash
4172	Shock
4173	BOSS Might
4174	BOSS Shield
4175	BOSS Haste
4176	BOSS Reflect Damage
4177	BOSS Cancel Magic
4178	BOSS Flamestrike
4179	BOSS Strike
4180	Shock
4181	BOSS Mortal Blow
4182	Poison
4183	Decrease P.Atk
4184	Decrease Atk.Speed
4185	Sleep
4186	Hold
4187	Decrease Speed
4188	Bleed
4189	Paralysis
4190	Decrease MP
4191	BOSS Windstrike
4192	BOSS HP Drain
4193	BOSS Life Drain
4194	BOSS Aura Burn
4195	BOSS Twister
4196	Decrease Speed
4197	Hold
4198	Poison
4199	Decrease P.Atk
4200	Decrease Atk.Speed
4201	Sleep
4202	Hold
4203	Decrease Speed
4204	Bleed
4205	Paralysis
4206	Decrease MP
4207	BOSS Power Shot
4208	Shock
4209	BOSS Heal
4210	BOSS Chant of Life
4211	BOSS Might
4212	BOSS Shield
4213	BOSS Haste
4214	BOSS Reflect Damage
4215	Raid Curse
4216	Scatter Enemy
4217	none
4218	Absorb HP MP
4219	Hold
4220	Deadly Dual-Sword Weapon
4221	Deadly Dual-Sword Weapon: Range Attack
4222	Instant Move
4223	Face Chance: Night to Day
4224	Face Chance: Day to Night
4225	Resist Shock Attacks
4226	Ban Heal
4227	Zaken Regeneration
4228	NPC Double Dagger Attack
4229	NPC Double Wind Fist
4230	Wild Cannon
4231	NPC Spit Attack
4232	NPC AE Strike
4233	Vampiric Attack
4234	BOSS Spear Attack
4235	none
4236	Decrease Heal
4237	Decrease Speed
4238	Increase Re-use Time
4239	Antharas Regeneration
4240	Antharas Regeneration
4241	Antharas Regeneration
4242	Zaken Regeneration
4243	Venomous Poison
4244	NPC Wild Sweep
4245	Mimic of Wrath
4246	Strong in "nan" activity magic DOT
4247	NPC Windstrike - Slow
4248	NPC HP Drain - Slow
4249	Decrease Speed
4250	NPC Twister - Slow
4251	NPC Curve Beam Cannon - Slow
4252	NPC Flamestrike - Slow
4253	NPC Blaze - Slow
4254	NPC Prominence - Slow
4255	NPC Straight Beam Cannon - Slow
4256	100% stun resistance.
4257	NPC Hydroblast - Magic
4258	Hinder Strider
4259	Toxic Smoke
4260	Steel Blood
4260	Steal Blood
4261	Mega Storm Strike
4262	Holiday Wind Walk
4263	Holiday Haste
4264	Holiday Empower
4265	Holiday Might
4266	Holiday Shield
4267	Grade Penalty
4268	Danger Area
4269	Block All Chat
4270	Weight Penalty
4271	Increase Force
4272	Greater Resist Bow Attack
4273	Resist Daggers
4274	Blunt Weapon Weak Point
4275	Sacred Attack Weak Point
4276	Bow Weapon Weak Point
4277	Resist Poison Attacks
4278	Dark Attack
4279	Fire Attack Weak Point
4280	Water Attack Weak Point
4281	Wind Attack Weak Point
4282	Earth Attack Weak Point
4283	Greater Resist Magic Attack
4284	Resist Bleed Attacks
4285	Resist Sleep Attacks
4286	Greater Resist Sleep
4287	Resist Hold Attacks
4288	Greater Resist Hold
4289	Wyvern Breath
4290	Race
4291	Race
4292	Race
4293	Race
4294	Race
4295	Race
4296	Race
4297	Race
4298	Race
4299	Race
4300	Race
4301	Race
4302	Race
4303	Strong Type
4304	Strong Type
4305	Strong Type
4306	Strong Type
4307	Strong Type
4308	Strong Type
4309	Strong Type
4310	Strong Type
4311	Feeble Type
4312	Heavy Armor
4313	Light Armor
4314	BOSS Holy Light Burst
4315	Hold
4316	BOSS Lilim Drain
4317	Increase Rage Might
4318	Ultimate Buff
4319	Paralysis
4320	Poison
4321	Decrease P. Def
4322	Wind Walk for Beginners
4323	Shield for Beginners
4324	Blessed Body for Beginners
4325	Vampiric Rage for Beginners
4326	Regeneration for Beginners
4327	Haste for Beginners
4328	Blessed Soul for Beginners
4329	Acumen for Beginners
4330	Concentration for Beginners
4331	Empower for Beginners
4332	Mental Aegis
4333	Resist Dark Attack
4334	SSQ Cancel
4335	Sacred Attack
4336	Dark Attack Weak Point
4337	Resist Sacred Attack
4338	Life Cubic for Beginners
4339	Mimir's Elixir
4340	Ultimate Buff, 2nd
4341	Ultimate Buff, 3rd
4342	Wind Walk
4343	Decrease Weight
4344	Shield
4345	Might
4346	Mental Shield
4347	Blessed Body
4348	Blessed Soul
4349	Magic Barrier
4350	Resist Shock
4351	Concentration
4352	Berserker Spirit
4353	Bless Shield
4354	Vampiric Rage
4355	Acumen
4356	Empower
4357	Haste
4358	Guidance
4359	Focus
4360	Death Whisper
4361	Curse of Destruction
4362	Curse of Destruction
4363	Curse of Destruction
4364	Blessing of Prophecy
4365	Blessing of Revelations
4366	Blessing of Prophecy
4367	Clan Hall Manager Buff
4368	Clan Hall Manager Buff
4369	Clan Hall Manager Buff
4370	Clan Hall Manager Buff
4371	Clan Hall Manager Buff
4372	Clan Hall Manager Buff
4373	Clan Hall Manager Buff
4374	Clan Hall Manager Buff
4375	Clan Hall Manager Buff
4376	Strong Resistance to P. Atk.
4377	Wield Temper
4378	NPC Self-Damage Shield
4379	Resist Spear Weapons
4380	Arena: CP Recovery
4381	Magic Skill Block
4382	Curse of Lake Ghost
4383	NPC Hate Stone
4384	Scapegoat's Grace
4385	Scapegoat's Grace
4386	Scapegoat's Grace
4387	Scapegoat's Grace
4388	Resist Paralysis Attacks
4389	Resist Mental Attacks
4390	NPC Abnormal Immunity
4391	Wind Walk
4392	Shield
4393	Might
4394	Blessed Body
4395	Blessed Soul
4396	Magic Barrier
4397	Berserker Spirit
4398	Bless Shield
4399	Vampiric Rage
4400	Acumen
4401	Empower
4402	Haste
4403	Guidance
4404	Focus
4405	Death Whisper
4406	Agility
4407	Ordinary Monster
4407	Strong Type Monster
4408	HP Increase (1x)
4408	HP Medium-High
4408	HP High
4408	HP Very High
4408	HP Increase (1/4x)
4408	HP Increase (1/2x)
4408	HP Increase (2x)
4408	HP Increase (3x)
4408	HP Increase (4x)
4408	HP Increase (5x)
4408	HP Increase (6x)
4408	HP Increase (7x)
4408	HP Increase (8x)
4408	HP Increase (9x)
4408	HP Increase (10x)
4408	HP Increase (11x)
4408	HP Increase (12x)
4409	MP Increase (1x)
4409	MP Medium-High
4409	MP High
4409	MP Very High
4409	MP Increase (1/4x)
4409	MP Increase (1/2x)
4409	MP Increase (2x)
4409	MP Increase (3x)
4409	MP Increase (4x)
4409	MP Increase (5x)
4409	MP Increase (6x)
4409	MP Increase (7x)
4409	MP Increase (8x)
4409	MP Increase (9x)
4409	MP Increase (10x)
4409	MP Increase (11x)
4409	MP Increase (12x)
4410	Extremely Weak P. Atk.
4410	Very Weak P. Atk.
4410	Weak P. Atk.
4410	Slightly Weak P. Atk.
4410	Average P. Atk.
4410	Slightly Strong P. Atk.
4410	Strong P. Atk.
4410	Very Strong P. Atk.
4410	Extremely Strong P. Atk.
4410	Ultra Strong P. Atk.
4411	Extremely Weak M. Atk.
4411	Very Weak M. Atk.
4411	Weak M. Atk.
4411	Slightly Weak M. Atk.
4411	Average M. Atk.
4411	Slightly Strong M. Atk.
4411	Strong M. Atk.
4411	Very Strong M. Atk.
4411	Extremely Strong M. Atk.
4411	Ultra Strong M. Atk.
4412	Extremely Weak P. Def.
4412	Very Weak P. Def.
4412	Weak P. Def.
4412	Slightly Weak P. Def.
4412	Average P. Def.
4412	Slightly Strong P. Def.
4412	Strong P. Def.
4412	Very Strong P. Def.
4412	Extremely Strong P. Def.
4412	Ultra Strong P. Def.
4413	Extremely Weak M. Def.
4413	Very Weak M. Def.
4413	Weak M. Def.
4413	Slightly Weak M. Def.
4413	Average M. Def.
4413	Slightly Strong M. Def.
4413	Strong M. Def.
4413	Very Strong M. Def.
4413	Extremely Strong M. Def.
4413	Ultra Strong M. Def.
4414	Heavy Armor Type
4414	Standard Type
4414	Light Armor Type
4415	Bare Hands
4415	One-handed Sword
4415	Blunt Weapons
4415	Daggers
4415	Bows
4415	Spears
4415	Two-handed Sword
4415	Two-handed Blunt Weapons
4415	Hand-to-hand weapons
4415	Dual-Sword Weapons
4416	Undead
4416	Magic Creatures
4416	Beasts
4416	Animals
4416	Plants
4416	Humanoids
4416	Spirits
4416	Angels
4416	Demons
4416	Dragons
4416	Giants
4416	Bugs
4416	Fairies
4416	Humans
4416	Elves
4416	Dark Elves
4416	Orcs
4416	Dwarves
4416	Others
4416	Non-living Beings
4416	Siege Weapons
4416	Defending Army
4416	Mercenaries
4416	Unknown Creature
4417	Animals
4417	Beasts
4417	Bugs
4417	Magic Creatures
4417	Demons
4417	Angels
4417	Dragons
4417	Spirits
4417	Fairies
4417	Giants
4417	Humanoids
4417	Plants
4417	Undead
4418	Fire Attacks
4419	Water Attacks
4420	Wind Attacks
4421	Earth Attacks
4422	Dark Attacks
4423	Sacred Attacks
4424	Resist Hand-to-hand Weapons
4425	Resist Blunt Weapons
4426	Resist Dual-Sword Weapons
4427	Resist Swords
4428	Resist Two-handed Weapons
4429	Greater Resist Fire Attacks
4430	Greater Resist Water Attacks
4431	Greater Resist Wind Attacks
4432	Greater Resist Earth Attacks
4433	Greater Resist Sacred Attacks
4434	Greater Resist Dark Attacks
4435	Greater Resist Shock
4436	Greater Resist Poison
4437	Greater Resist Bleeding
4438	Greater Resist Sleep
4439	Greater Resist Hold
4440	Greater Resist Paralysis
4441	Greater Resist Mental Derangement
4442	Greater Resist Hand-to-hand Weapons
4443	Greater Resist Blunt Weapons
4444	Greater Resist Bow Weapons
4445	Greater Resist Spear Weapons
4446	Greater Resist Dual-Sword Weapons
4447	Greater Resist Swords
4448	Greater Resist Daggers
4449	Greater Resist Two-handed Weapons
4450	Shock Attack Weak Point
4451	Poison Attack Weak Point
4452	Bleed Attack Weak Point
4453	Sleep Attack Weak Point
4454	Hold Attack Weak Point
4455	Paralysis Attack Weak Point
4456	Mental Attack Weak Point
4457	Hand-to-hand Weapon Weak Point
4458	Spear Weapon Weak Point
4459	Dual-Sword Weapon Weak Point
4460	Sword Weak Point
4461	Dagger Weak Point
4462	Two-handed Weapon Weak Point
4463	Surrender To Water
4464	Surrender To Wind
4465	Surrender To Earth
4466	Surrender To Darkness
4467	Surrender To Light
4468	Area Buff - Wind Walk
4469	Potion Drinking
4470	NPC Spoils
4471	NPC Anger
4472	NPC Strike Golem
4473	Shock
4474	Area Heal - Per
4475	Perfect Resist Bleeding
4476	Silent Move
4477	NPC Frost Wall
4478	Ice Fairy Aqua Splash
4479	Ice Fairy Resist Cold
4480	Ice Fairy Curse Gloom
4481	Ice Fairy Hex
4482	Ice Fairy Silence
4483	Hold
4484	Eating Follower Heal
4485	Eating Follower
4486	Decrease P. Def
4487	Decrease M. Def.
4488	Hold
4489	NPC Death MP Bomb
4490	NPC Holy Wall
4491	Holy Weapon
4492	Enlarging Head Curse
4493	NPC Debuff Shield Slow
4494	Raid Boss
4495	BOSS Power Shot
4496	Shock
4497	Treasure Chest - Level 21
4498	Treasure Chest - Level 22
4499	Treasure Chest - Level 25
4500	Treasure Chest - Level 27
4501	Treasure Chest - Level 29
4502	Treasure Chest - Level 31
4503	Treasure Chest - Level 32
4504	Treasure Chest - Level 33
4505	Treasure Chest - Level 35
4506	Treasure Chest - Level 39
4507	Treasure Chest - Level 42
4508	Treasure Chest - Level 43
4509	Treasure Chest - Level 45
4510	Treasure Chest - Level 47
4511	Treasure Chest - Level 49
4512	Treasure Chest - Level 52
4513	Squash - Level up
4514	Squash - Poisoned
4515	Raid Curse
4516	Orfen Heal
4517	Quest - BOSS Defend
4518	Quest - BOSS Rampage
4519	Quest - BOSS Defend
4520	Quest - BOSS Rampage
4521	Quest - BOSS Resist non Bow Weapon
4522	Eye of Assassin
4523	Quest - BOSS Evasion
4524	Quest - BOSS Bluff
4525	Quest - BOSS Defend
4526	Quest - BOSS Summon
4527	Quest - BOSS Inc HP to Summoned
4528	Quest - BOSS Movement to Summoned
4529	Quest - Summoned Explosion
4530	Quest - Summoned HP Heal
4531	Quest - Summoned MP Heal
4532	Quest - BOSS Reflect
4533	Dance of Resistance
4534	Dance of Nihil
4535	Dance of Weakness
4536	Song of Seduce
4537	Song of Sweet Whisper
4538	Song of Temptation
4539	Curse of Vague
4540	Curse of Weakness
4541	Curse of Nihil
4542	Quest - Henchman 90% Sleep&Shock Weakness
4543	Quest - BOSS Shock Weakness
4544	Quest - BOSS Weakness
4545	Quest - BOSS Reflect
4546	Quest - Commune to Slate
4547	Gaze of Watcher
4548	Quest - Dispel Watcher Gaze
4549	Quest - Unsealed Altar
4550	Quest - Cursed Altar
4551	Hot Springs Rheumatism
4552	Hot Springs Cholera
4553	Hot Springs Flu
4554	Hot Spring Malaria
4555	NPC Resist Mutant
4556	Dispel Hot Spring Disease A_D
4557	Dispel Hot Spring Disease B_D
4558	Dispel Hot Spring Disease C_D
4559	Hot Spring Illusion
4560	NPC Fire Burn
4561	NPC Fire Burn - Magic
4562	NPC Solar Flare
4563	NPC Solar Flare - Magic
4564	NPC Solar Flare - Slow
4565	NPC Eruption
4566	NPC Eruption - Magic
4567	NPC Eruption - Slow
4568	NPC AE Solar Flare
4569	NPC AE Solar Flare - Magic
4570	NPC AE Solar Flare - Slow
4571	NPC Blazing Circle
4572	NPC Triple Sonic Slash
4573	NPC Sonic Blaster
4574	NPC Sonic Storm
4575	NPC Clan Buff - Haste
